"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Rembrandtpark Zuid";855;435;410;90;70;500;120;75;580;230;25;15;270;185;5;5;15;15;145;10;11;5;5;530;305;150;70;1,6;3125
"Johan Jongkindbuurt";655;330;320;130;145;165;175;35;390;190;60;10;35;550;240;10;35;165;95;10;14;5;2;250;100;20;125;2,6;7564
"Lucas/Andreasziekenhuis e.o.";1150;560;595;20;650;460;15;0;1105;35;10;5;615;320;25;10;10;45;235;5;4;0;0;1040;945;80;10;1,1;6394
"Westlandgracht";12475;6460;6015;1245;2480;6295;1680;775;9445;2230;680;125;3405;5155;1140;180;470;675;2690;145;12;30;3;8050;5345;1675;1035;1,5;8829
"Koningin Wilhelminaplein";2970;1600;1365;240;285;1890;370;180;2125;710;105;30;1085;910;55;30;45;100;685;45;16;5;2;1855;1005;625;220;1,6;12090
"Andreasterrein";1250;620;625;230;145;435;305;130;745;390;90;20;325;450;170;10;45;80;140;15;12;10;6;580;235;145;195;2,2;8642
"Delflandpleinbuurt Oost";2075;1005;1070;225;635;705;375;135;1595;300;165;15;420;1110;265;30;105;155;550;20;9;5;4;1300;975;140;185;1,4;12128
"Delflandpleinbuurt West";4235;2185;2055;500;815;1995;605;320;3165;715;295;60;990;1875;605;60;220;305;695;60;13;10;2;2685;1760;520;400;1,6;13123
"Riekerhaven";580;370;210;15;215;345;0;0;550;20;10;0;50;385;10;15;20;5;335;5;10;0;2;510;445;50;15;1,1;1395
"Schipluidenbuurt";1370;675;695;30;385;920;20;5;1260;95;15;5;535;430;30;40;40;35;280;10;5;0;1;1125;915;195;20;1,2;12120
"Sloter-/Riekerpolder";14675;7250;7415;2155;1675;4015;4365;2465;7565;5525;1085;500;2510;4755;1335;155;850;775;1640;140;10;70;5;6705;2415;1940;2345;2,2;3147
"Riekerpolder";670;350;320;40;90;495;45;5;540;90;35;5;175;235;40;10;40;25;115;10;12;0;0;440;260;150;30;1,5;1091
"Park Haagseweg";985;490;495;145;85;220;325;210;470;435;55;25;215;180;20;5;40;10;105;0;4;5;3;445;130;170;150;2,2;8674
"Nieuwe Meer";175;100;80;20;30;35;75;15;135;30;10;0;40;15;0;0;0;0;10;0;0;0;0;115;80;5;30;1,6;137
"Sloterweg e.o.";310;145;160;65;25;70;85;60;150;130;10;10;35;90;10;5;15;25;40;0;7;0;0;120;35;40;50;2,5;389
"Nieuw Sloten Noordwest";3050;1475;1575;495;355;760;940;505;1505;1175;265;110;430;1250;475;35;220;175;340;25;8;15;4;1295;405;340;550;2,3;8826
"Nieuw Sloten Noordoost";3215;1600;1615;495;325;825;905;665;1520;1300;230;165;470;1145;390;40;165;230;320;35;11;20;7;1450;525;425;500;2,2;7334
"Belgiëplein e.o.";1120;530;595;80;105;310;285;340;520;405;125;75;265;395;65;15;65;50;205;10;11;15;12;665;350;210;110;1,7;13547
"Nieuw Sloten Zuidwest";2250;1120;1135;325;320;470;860;280;1105;980;135;35;400;595;65;20;160;120;235;15;7;5;2;890;185;275;425;2,5;10432
"Nieuw Sloten Zuidoost";2165;1085;1080;400;255;660;590;245;1270;690;155;45;385;780;270;20;135;130;220;30;15;10;5;920;305;220;395;2,3;9502
"Dorp Sloten";730;365;365;90;90;155;250;140;350;285;55;30;95;70;0;5;5;5;50;10;10;5;7;355;145;105;105;2;1358
"Slotervaart Zuid";10830;5230;5600;1820;1915;3625;2010;1465;6775;2775;920;365;1940;5630;2460;105;660;825;1585;130;12;100;9;5730;3255;990;1485;1,9;8670
"Louis Chrispijnbuurt";3195;1515;1680;520;520;850;690;625;1860;875;325;135;550;1560;650;30;240;255;390;30;10;30;9;1680;935;300;445;1,9;8914
"Jacques Veltmanbuurt";3570;1720;1855;540;585;1375;630;430;2280;920;265;100;795;1665;630;30;150;270;590;45;14;20;6;2005;1145;415;445;1,8;12100
"Staalmanbuurt";3270;1590;1685;710;440;1115;650;360;1945;935;275;115;390;2085;1095;35;230;275;450;45;13;30;9;1400;580;255;560;2,3;10700
"Medisch Centrum Slotervaart";795;410;385;45;370;285;50;55;690;40;55;15;210;315;85;10;40;30;155;10;10;20;21;650;595;20;35;1,2;2748
"Buitenveldert-West";13755;6475;7280;1810;1495;4480;2895;3075;7680;4010;1220;845;4165;3670;265;130;485;310;2485;150;11;145;11;7840;4405;1780;1665;1,7;4817
"Gelderlandpleinbuurt";4730;2195;2535;510;540;1715;875;1090;2685;1345;385;320;1540;1315;125;35;165;120;875;55;12;45;10;2865;1660;690;520;1,7;10383
"Buitenveldert Midden Zuid";3845;1820;2025;575;485;1490;800;495;2445;1015;275;110;1135;1210;100;35;140;95;840;40;11;15;4;2100;1115;480;500;1,8;7654
"Buitenveldert Zuidwest";4105;1930;2175;585;345;1105;915;1165;2060;1245;470;335;1165;950;35;55;155;85;620;45;11;75;18;2310;1350;460;500;1,8;5876
"Amsterdamse Bos";65;40;30;5;5;10;30;15;40;20;10;0;10;15;0;0;0;0;10;0;0;5;15;35;15;10;10;1,9;86
"Buitenveldert West Midden";995;480;515;135;115;160;285;305;440;385;85;80;305;185;10;5;20;10;140;5;5;5;7;525;255;130;135;1,9;4114
"Zuiderhof";15;10;5;5;5;10;0;0;15;0;0;0;10;0;0;0;0;0;5;0;0;0;0;15;15;0;0;1,2;84
"Buitenveldert-Oost";8070;3835;4225;985;765;2685;1560;2070;4465;2310;745;545;2090;2610;190;75;315;225;1800;90;11;210;26;4565;2630;1020;915;1,7;5258
"De Klenckebuurt";780;370;410;90;20;265;135;275;370;260;90;65;205;195;15;5;30;20;130;10;10;60;75;395;195;120;75;1,7;5916
"Buitenveldert Oost Midden";3265;1545;1720;415;265;1075;640;865;1755;940;355;210;700;1205;105;35;185;125;755;40;12;50;14;1915;1040;465;410;1,7;11331
"Buitenveldert Zuidoost";4010;1920;2095;485;480;1345;785;920;2330;1110;300;270;1180;1205;70;35;100;85;915;40;10;105;25;2250;1385;430;430;1,7;6594
"Amstelpark";10;5;10;0;0;5;0;0;5;5;0;0;0;5;0;0;0;0;5;0;0;0;0;5;5;5;5;1,8;22
"Amstel III/Bullewijk";2600;1245;1350;35;1180;1300;70;10;2395;170;25;5;765;1195;55;95;200;80;765;25;11;0;0;2185;1840;310;35;1,2;520
"Hoofdcentrum Zuidoost";40;25;15;0;15;20;0;0;30;5;0;0;25;15;0;0;0;0;15;0;0;0;0;30;25;5;0;1,2;111
"Amstel III deel A/B Noord";85;55;25;5;5;65;5;0;70;10;5;0;30;50;0;0;0;5;40;10;148;0;0;65;60;5;0;1,1;103
"Amstel III deel C/D Noord";20;15;5;0;0;15;0;5;15;10;0;0;15;5;0;0;0;0;5;0;0;0;0;20;15;5;0;1,2;20
"Amstel III deel A/B Zuid";2305;1045;1260;25;1105;1140;30;0;2145;145;15;0;675;1080;45;90;180;70;690;15;7;0;0;1960;1635;295;25;1,2;6496
"Amstel III deel C/D Zuid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;
"AMC";30;20;5;0;0;15;15;0;25;0;5;0;5;15;0;0;10;0;5;0;0;0;0;30;30;0;0;1;36
"Hoge Dijk";125;80;45;5;55;45;15;10;115;10;0;0;25;30;5;0;5;0;15;0;0;0;0;80;70;5;0;1,2;87
"Bijlmer Centrum (D,F,H)";24430;12390;12035;3440;4790;8045;5890;2270;17680;3585;2805;360;3320;17200;710;1310;6605;475;8095;210;9;130;5;14150;8990;1805;3355;1,7;8017
"Venserpolder West";5085;2675;2405;655;635;1695;1360;735;3485;730;750;120;685;3515;155;280;1410;95;1580;50;10;50;10;3005;1855;455;700;1,6;10199
"Venserpolder Oost";3430;1790;1640;450;470;1275;910;335;2360;565;445;60;500;2320;110;125;925;80;1085;45;12;10;3;2030;1255;320;460;1,7;10660
"D-buurt";1920;920;1000;110;1120;535;120;40;1785;70;55;5;450;1025;30;155;305;25;515;20;10;5;3;1610;1440;80;95;1,2;7182
"F-buurt";4345;2185;2165;705;765;1635;1000;240;3115;830;350;45;480;3145;160;205;1470;115;1195;40;9;5;1;2220;1260;280;680;2;19618
"Amsterdamse Poort";1340;690;650;150;245;365;390;185;970;120;220;25;245;960;30;100;435;15;380;10;7;20;13;825;615;70;135;1,4;3145
"Hoptille";1945;1000;945;255;520;755;335;85;1565;195;165;20;385;1290;65;145;410;40;630;15;7;5;3;1250;885;135;230;1,6;9544
"Rechte H-buurt";3035;1485;1555;535;510;815;865;310;2085;460;450;40;300;2410;60;140;710;35;1470;15;6;15;5;1565;875;185;505;1,9;15483
"Hakfort/Huigenbos";2455;1205;1255;470;400;770;655;165;1805;340;285;25;180;1940;95;140;595;50;1065;15;6;10;4;1250;665;195;390;2;9236
"Huntum";195;100;90;25;30;30;50;60;95;90;10;10;30;75;0;10;30;0;30;5;10;0;10;95;30;40;30;2,1;1732
"Vogeltjeswei";680;345;335;90;100;165;200;125;405;190;75;15;60;525;5;30;315;25;160;0;4;5;6;300;115;50;130;2,3;9859
"Nelson Mandelapark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Bijlmer Oost (E,G,K)";29890;15085;14810;4950;4415;8640;7795;4095;19570;5800;3855;665;3330;20430;700;1485;8805;445;8990;300;10;210;7;15770;8650;2325;4790;1,9;8084
"E-buurt";2245;1080;1165;535;510;665;485;50;1590;505;145;10;280;1480;95;90;760;100;435;15;8;0;1;890;365;95;435;2,5;7331
"G-buurt West";3660;1880;1775;465;490;1210;1035;455;2360;785;455;60;435;2695;65;190;1395;40;1010;35;10;20;5;1905;960;345;600;1,9;9046
"Bijlmermuseum Noord";2300;1090;1205;370;325;490;640;470;1470;370;410;55;175;1850;40;130;550;10;1125;10;6;10;6;1265;705;165;400;1,8;16229
"Kortvoort";2875;1425;1450;445;305;845;750;525;1885;385;495;110;235;2070;70;230;985;50;730;30;11;55;21;1735;1115;170;450;1,7;13628
"Kelbergen";1010;500;510;185;150;225;295;160;635;225;120;30;85;675;10;60;315;15;275;10;9;10;9;460;195;75;190;2,2;4766
"K-buurt Midden";2350;1170;1175;405;430;760;590;170;1730;295;300;25;215;1775;95;110;555;20;995;35;15;5;4;1335;820;155;360;1,7;14667
"K-buurt Zuidoost";1400;720;685;355;190;520;290;50;945;355;95;15;120;1015;50;65;440;35;425;25;18;0;1;585;230;90;260;2,4;7629
"K-buurt Zuidwest";1410;690;725;245;280;365;405;115;915;335;125;35;105;1105;45;70;550;40;400;15;10;10;6;605;245;85;275;2,3;8496
"Grunder/Koningshoef";1735;845;890;330;270;520;480;135;1120;410;185;20;180;1320;50;85;725;25;430;20;10;5;3;785;355;110;315;2,2;14434
"G-buurt Oost";3130;1675;1455;240;395;775;705;1015;1670;905;380;180;610;1050;40;75;475;25;430;10;4;35;12;1965;1210;480;275;1,6;3693
"Kantershof";2255;1195;1060;325;255;515;640;515;1270;530;380;80;315;1295;15;80;620;25;555;15;7;30;12;1265;765;175;325;1,8;4595
"Gooise Kant";690;330;360;195;80;300;110;5;505;155;30;5;60;480;25;40;250;25;150;20;29;0;0;280;85;45;150;2,5;4982
"G-buurt Noord";1750;935;815;320;225;470;610;135;1285;160;295;15;70;1515;35;130;600;15;735;10;8;10;7;1020;660;90;275;1,7;23571
"Bijlmermuseum Zuid";3075;1540;1535;545;500;990;770;280;2190;395;455;30;455;2110;75;140;590;15;1290;40;13;10;2;1675;935;255;485;1,8;12795
"Nellestein";2950;1540;1410;355;250;980;750;615;1795;685;365;105;630;1060;30;70;370;20;570;45;15;20;7;1750;975;420;355;1,7;1353
"L-buurt";2900;1510;1385;350;245;975;725;605;1775;665;365;100;630;1050;25;70;370;20;565;45;15;20;7;1725;965;410;350;1,7;4194
"Gaasperpark";20;10;10;0;5;0;15;0;10;10;0;5;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;2,2;28
"Gaasperplas";35;15;15;5;5;5;10;10;10;15;0;0;5;5;0;0;0;0;5;0;30;0;0;20;5;5;5;1,9;43
"Holendrecht/Reigersbos";17930;8600;9335;2955;2300;4725;4670;3285;11135;3905;2275;615;1750;11435;475;855;5485;175;4445;200;11;120;7;9085;4610;1475;3000;2;6907
"Holendrecht West";2725;1230;1500;560;435;550;645;535;1810;315;480;120;160;2015;65;170;1035;25;715;25;8;25;9;1370;760;120;495;2;7782
"Reigersbos Noord";4265;1955;2310;845;610;1120;1165;530;2870;680;635;90;265;3310;155;290;1420;50;1395;50;11;20;5;2040;975;255;805;2,1;11552
"Holendrecht Oost";2480;1200;1280;365;255;575;570;715;1215;920;210;130;335;1090;50;70;620;15;330;25;9;20;7;1165;435;325;405;2,1;3959
"Gaasperdam Noord";2015;1035;985;275;250;670;595;225;1380;375;230;35;245;1305;75;90;580;25;545;30;15;10;5;1080;610;160;305;1,8;8444
"Gaasperdam Zuid";1525;760;760;175;200;465;405;285;1010;255;200;70;190;925;15;60;400;10;435;10;7;15;8;920;590;140;195;1,6;8304
"Reigersbos Midden";2415;1165;1245;330;300;665;645;465;1445;585;310;80;250;1540;65;105;760;30;580;35;15;15;6;1305;710;200;395;1,8;9818
"Reigersbos Zuid";2505;1255;1250;400;245;675;645;535;1405;785;220;95;295;1250;45;70;670;15;440;35;12;20;8;1195;520;270;400;2,1;4304
"Gein";11205;5530;5680;1730;1310;3010;3165;1995;6485;3100;1315;315;1360;5890;205;380;2670;90;2550;120;11;85;8;5590;2565;1120;1900;2;6117
"Gein Noordwest";2965;1470;1500;470;400;860;780;460;2020;415;440;90;335;1880;85;135;835;30;805;45;15;35;11;1675;1005;205;460;1,7;9730
"Gein Zuidwest";1665;795;870;300;220;535;460;155;1150;260;235;25;160;1195;45;75;450;10;620;20;11;5;4;875;460;110;310;1,9;9532
"Gein Noordoost";3225;1660;1570;445;380;710;990;710;1480;1435;225;85;460;1095;10;50;565;20;450;25;7;20;7;1400;400;465;535;2,3;5085
"Gein Zuidoost";3345;1605;1740;510;315;905;935;670;1830;990;405;120;400;1715;70;130;825;30;670;40;11;25;7;1640;695;350;595;2;4662
"Driemond";1645;790;855;320;180;380;485;280;830;635;115;65;165;195;20;30;85;15;45;20;13;15;7;685;185;205;295;2,4;938
"Dorp Driemond";1500;715;785;275;155;350;445;265;750;580;105;65;155;185;20;25;80;15;45;20;14;10;7;645;180;200;265;2,3;5154
"Landelijk gebied Driemond";145;80;65;45;20;25;40;10;80;55;10;0;15;10;0;5;5;0;5;0;0;0;7;40;0;10;30;3,5;99
