"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Lucas/Andreasziekenhuis e.o.";1095;515;580;15;560;505;10;0;1055;30;5;0;490;345;25;10;15;20;280;10;8;0;0;960;840;110;15;1,1;6096
"Westlandgracht";11350;5995;5355;1270;2125;5560;1610;780;8360;2185;670;135;2835;4500;1135;165;450;635;2100;130;12;30;3;7165;4695;1435;1030;1,6;8033
"Koningin Wilhelminaplein";2795;1550;1245;235;300;1700;370;180;1985;680;105;25;960;850;60;30;45;85;635;35;13;0;1;1780;1010;565;200;1,6;11385
"Andreasterrein";1295;645;645;275;125;455;300;135;755;415;95;20;320;455;185;10;50;75;145;15;12;10;8;560;200;140;220;2,3;8947
"Delflandpleinbuurt Oost";1575;850;725;235;230;605;370;140;1090;295;170;25;265;755;270;30;110;120;220;15;10;10;4;800;500;120;175;1,7;9201
"Delflandpleinbuurt West";3945;2010;1940;495;765;1825;550;320;2905;695;285;60;840;1710;590;60;205;330;530;55;14;10;3;2510;1675;430;400;1,6;12233
"Riekerhaven";570;395;175;20;245;310;0;0;535;25;10;0;35;380;15;5;20;5;335;5;9;0;0;510;455;35;20;1,1;1366
"Schipluidenbuurt";1175;545;630;15;460;675;20;5;1090;70;10;0;425;345;20;40;25;30;240;5;5;0;0;1005;850;140;15;1,2;10394
"Sloter-/Riekerpolder";14035;6920;7115;2025;1730;3510;4545;2225;7110;5390;1060;480;2375;4250;1095;145;870;730;1410;140;10;80;6;6250;2120;1760;2370;2,2;3007
"Riekerpolder";65;35;30;10;5;45;10;0;45;20;0;0;20;40;0;0;0;0;40;0;0;0;0;45;40;5;5;1,4;106
"Park Haagseweg";990;490;500;135;100;220;345;185;485;420;60;25;215;175;15;5;35;15;100;15;13;0;1;445;130;160;155;2,2;8710
"Nieuwe Meer";165;90;75;15;20;30;80;10;125;30;10;0;30;10;0;5;0;0;5;0;0;0;0;100;65;10;25;1,7;125
"Sloterweg e.o.";265;125;140;50;30;65;70;60;130;115;15;10;45;60;0;5;10;15;30;0;0;5;7;120;40;35;40;2,3;339
"Nieuw Sloten Noordwest";3110;1520;1595;505;385;765;1010;450;1550;1195;260;105;460;1200;430;35;240;190;300;25;9;10;4;1275;375;325;575;2,4;9000
"Nieuw Sloten Noordoost";3165;1575;1590;440;330;805;960;635;1480;1295;240;155;455;1020;285;30;180;205;315;25;9;25;8;1440;500;445;500;2,2;7227
"Belgiëplein e.o.";1085;515;575;80;85;300;305;310;475;400;130;85;260;370;55;10;70;70;160;10;6;20;18;650;340;210;105;1,7;13113
"Nieuw Sloten Zuidwest";2295;1140;1155;325;370;470;910;220;1160;975;130;30;400;600;70;20;175;105;225;20;10;0;2;900;190;255;455;2,6;10646
"Nieuw Sloten Zuidoost";2175;1075;1100;375;305;690;585;225;1320;665;155;40;410;710;220;20;140;125;200;35;17;10;4;950;340;220;395;2,2;9569
"Dorp Sloten";710;355;355;90;90;130;275;135;340;280;65;30;90;55;0;5;10;5;40;5;8;5;10;330;115;100;115;2,1;1313
"Slotervaart Zuid";10810;5245;5570;1785;1930;3635;2005;1455;6695;2785;935;390;1820;5530;2320;110;670;845;1585;125;12;100;9;5720;3275;990;1455;1,9;8653
"Louis Chrispijnbuurt";3260;1575;1685;505;490;960;695;610;1890;895;345;135;520;1600;630;30;255;280;400;25;8;20;7;1725;970;315;430;1,9;9098
"Jacques Veltmanbuurt";3630;1735;1890;575;615;1370;630;440;2280;970;265;115;755;1700;655;30;155;270;590;60;17;20;5;2030;1180;400;450;1,8;12303
"Staalmanbuurt";3105;1500;1605;660;465;1015;625;345;1840;875;270;120;365;1920;955;35;220;270;450;35;12;25;9;1320;530;245;545;2,3;10157
"Medisch Centrum Slotervaart";820;430;385;45;360;295;50;60;695;50;60;15;180;310;80;20;40;25;145;5;7;30;39;655;585;30;30;1,2;2810
"Buitenveldert-West";13615;6415;7205;1735;1425;4520;2805;3135;7445;4075;1200;895;3830;3445;250;140;495;230;2340;125;9;160;12;7795;4375;1770;1650;1,7;4784
"Gelderlandpleinbuurt";4610;2115;2500;490;480;1685;835;1115;2580;1330;375;320;1380;1200;100;35;175;100;800;50;11;40;9;2775;1570;695;515;1,7;10124
"Buitenveldert Midden Zuid";3805;1810;1995;570;475;1490;760;515;2360;1065;260;125;1065;1175;110;45;135;75;810;40;11;25;6;2090;1115;460;510;1,8;7567
"Buitenveldert Zuidwest";4105;1950;2150;545;340;1115;930;1175;2005;1265;465;365;1070;905;40;50;165;50;595;30;8;85;21;2350;1415;460;475;1,7;5880
"Amsterdamse Bos";70;35;35;5;10;15;20;20;40;15;5;0;15;5;0;0;0;0;5;0;0;0;0;30;10;15;5;2;90
"Buitenveldert West Midden";1005;485;520;125;110;190;255;315;435;390;85;90;290;155;10;10;15;0;120;0;3;10;9;525;245;140;135;1,9;4127
"Zuiderhof";30;20;10;0;5;15;5;0;25;5;0;0;20;5;0;0;0;0;5;0;36;0;0;25;20;0;0;1,2;147
"Buitenveldert-Oost";8100;3825;4275;950;740;2645;1580;2180;4350;2365;790;595;2105;2420;185;85;295;200;1650;70;9;260;32;4595;2680;1030;885;1,7;5285
"De Klenckebuurt";795;365;435;80;30;255;135;295;360;260;95;90;220;180;15;5;30;15;120;5;10;75;97;395;205;120;70;1,7;6022
"Buitenveldert Oost Midden";3290;1550;1740;395;260;1060;660;920;1745;970;355;225;715;1115;100;40;180;110;680;30;9;35;11;1970;1115;455;400;1,7;11431
"Buitenveldert Zuidoost";4000;1905;2095;475;455;1330;785;960;2240;1135;340;285;1165;1125;70;40;90;75;845;30;8;145;37;2220;1360;450;415;1,7;6570
"Amstelpark";10;10;5;0;5;5;5;0;10;5;5;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;5;3;24
"Amstel III/Bullewijk";745;420;320;15;370;285;60;10;675;50;10;0;170;300;35;20;60;25;155;0;1;0;0;615;575;25;15;1,1;149
"Hoofdcentrum Zuidoost";20;10;5;0;0;15;0;0;15;5;0;0;10;5;0;0;0;0;10;0;0;0;0;15;15;0;0;1,1;53
"Amstel III deel A/B Noord";75;50;25;0;10;45;10;0;55;25;0;0;35;35;0;0;0;0;30;0;0;0;0;65;55;5;5;1,2;97
"Amstel III deel C/D Noord";25;20;5;0;0;20;5;0;20;10;0;0;10;15;0;0;0;0;10;0;0;0;0;20;20;0;0;1,2;28
"Amstel III deel A/B Zuid";450;210;235;5;295;140;15;0;435;10;5;0;70;200;25;15;45;25;85;0;2;0;0;425;405;15;5;1,1;1280
"Amstel III deel C/D Zuid";5;0;5;0;0;5;0;5;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;
"AMC";35;25;5;0;0;15;20;0;30;5;5;0;10;15;5;0;10;0;5;0;0;0;0;0;5;0;0;1;43
"Hoge Dijk";140;100;40;10;60;50;15;10;120;15;0;0;25;35;10;0;10;0;15;0;0;0;0;85;75;5;5;1,2;96
"Bijlmer Centrum (D,F,H)";24935;12605;12335;3820;4940;8115;6085;1975;18000;3675;2895;365;3210;17575;695;1320;6965;470;8115;250;10;160;6;14380;9095;1715;3570;1,7;8236
"Venserpolder West";5210;2765;2440;755;580;1770;1460;640;3545;740;795;125;645;3630;135;270;1535;110;1580;50;9;70;13;3045;1875;445;730;1,7;10451
"Venserpolder Oost";3460;1815;1645;500;420;1290;970;280;2340;595;465;60;420;2410;120;140;1000;80;1065;45;13;15;5;2030;1240;290;495;1,7;10744
"D-buurt";1950;935;1015;130;1140;530;120;35;1825;60;60;5;455;985;30;145;265;25;520;10;7;0;1;1670;1490;70;105;1,2;7313
"F-buurt";4470;2220;2245;785;840;1620;1005;215;3225;850;350;45;440;3245;160;200;1585;110;1195;45;10;15;3;2240;1235;275;730;2;20169
"Amsterdamse Poort";1395;715;680;165;270;395;400;170;1020;125;225;25;215;1025;30;105;490;10;375;10;8;20;14;850;635;60;160;1,4;3266
"Hoptille";1925;930;995;270;645;630;325;65;1550;200;160;10;450;1205;60;125;365;45;605;20;11;5;4;1270;915;110;240;1,5;9465
"Rechte H-buurt";3070;1500;1570;580;510;820;890;280;2115;455;455;40;275;2485;55;150;755;25;1500;25;9;10;4;1565;855;185;525;1,9;15656
"Hakfort/Huigenbos";2545;1250;1295;500;425;825;645;145;1860;370;290;25;210;1965;90;145;605;40;1080;30;11;10;4;1320;710;200;410;1,9;9572
"Huntum";205;100;100;25;25;40;55;60;95;85;10;10;35;80;0;5;40;0;35;5;15;5;20;95;30;40;30;2,1;1824
"Vogeltjeswei";710;360;350;115;90;190;220;100;415;190;80;20;65;545;5;30;320;20;160;5;10;0;3;300;110;50;140;2,4;10238
"Nelson Mandelapark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Bijlmer Oost (E,G,K)";29770;14975;14795;5005;4425;8760;7855;3725;19430;5825;3880;635;3290;20245;660;1525;9030;395;8640;350;12;210;7;15700;8615;2285;4795;1,9;8039
"E-buurt";2180;1060;1120;540;505;655;440;40;1560;480;130;5;240;1450;85;100;765;95;405;30;14;0;1;870;360;100;410;2,5;7105
"G-buurt West";3710;1890;1815;490;535;1210;1080;395;2400;790;460;60;440;2745;65;195;1475;35;980;45;12;20;5;1900;950;330;620;1,9;9157
"Bijlmermuseum Noord";2345;1110;1235;405;310;525;685;420;1510;355;425;55;185;1870;35;135;570;10;1120;20;8;20;9;1285;730;150;405;1,8;16568
"Kortvoort";2625;1285;1335;370;300;725;725;505;1700;330;480;110;220;1870;60;240;900;25;645;30;12;45;19;1655;1120;155;385;1,6;12441
"Kelbergen";1020;500;520;165;170;230;285;175;620;260;115;25;85;670;10;55;335;10;260;10;11;10;12;475;200;85;185;2,2;4980
"K-buurt Midden";2400;1230;1175;460;385;830;585;150;1745;325;310;20;215;1755;95;110;595;20;935;30;12;15;5;1315;775;160;385;1,8;14979
"K-buurt Zuidoost";1405;705;700;360;200;550;260;45;970;325;90;15;125;1030;45;80;440;45;420;15;12;0;3;585;225;85;275;2,4;7808
"K-buurt Zuidwest";1445;710;735;300;260;395;390;105;955;330;130;35;100;1125;50;75;595;30;380;15;12;5;3;605;230;85;290;2,4;9354
"Grunder/Koningshoef";1745;825;920;350;255;560;470;105;1140;400;190;15;155;1370;50;90;770;35;430;25;14;5;3;795;370;95;325;2,2;14500
"G-buurt Oost";3195;1680;1515;255;430;750;785;975;1680;945;410;165;650;1040;35;70;515;20;400;30;9;35;11;1975;1200;485;290;1,6;3686
"Kantershof";2190;1165;1030;290;255;480;695;470;1190;555;365;85;290;1230;15;75;605;25;520;20;9;20;9;1220;735;170;315;1,8;4432
"Gooise Kant";585;290;290;155;60;280;85;5;410;145;30;5;60;405;20;30;205;25;120;15;32;0;2;245;75;50;120;2,4;4234
"G-buurt Noord";1780;975;805;325;230;510;605;110;1300;175;290;10;75;1535;30;125;630;10;740;15;10;15;8;1040;665;95;280;1,7;22316
"Bijlmermuseum Zuid";3155;1555;1595;550;535;1050;780;235;2245;420;460;30;445;2150;80;140;625;15;1290;40;12;15;4;1735;985;240;510;1,8;13102
"Nellestein";3035;1580;1450;370;260;980;795;630;1820;720;370;125;620;1040;25;75;370;35;540;30;10;40;13;1835;1065;415;360;1,7;1388
"L-buurt";2980;1555;1420;365;250;975;770;620;1790;695;365;120;615;1035;25;75;370;35;535;25;10;40;13;1810;1055;405;350;1,6;4310
"Gaasperpark";20;15;10;0;5;0;10;0;10;5;5;0;0;0;0;0;5;0;0;0;0;0;0;10;5;0;5;2,1;29
"Gaasperplas";35;15;15;0;10;10;15;10;20;15;5;5;0;5;0;0;0;0;5;0;0;0;0;20;10;5;5;2,1;48
"Holendrecht/Reigersbos";18385;8745;9640;3190;2365;4860;4905;3075;11415;3995;2375;600;1820;11580;435;895;5790;165;4295;200;11;120;6;9215;4565;1510;3145;2;7084
"Holendrecht West";2940;1310;1630;655;460;635;690;505;1990;345;485;120;185;2160;75;180;1140;30;745;30;11;30;10;1495;820;130;545;2;8396
"Reigersbos Noord";4320;1985;2335;900;635;1120;1160;505;2900;685;640;95;280;3335;135;320;1480;60;1350;55;13;25;6;2055;960;265;835;2,1;11690
"Holendrecht Oost";2535;1230;1305;365;260;600;630;685;1230;970;220;115;340;1090;40;80;625;10;340;25;10;15;6;1160;405;340;410;2,2;4046
"Gaasperdam Noord";2020;1030;990;305;225;665;615;200;1380;350;255;35;240;1280;60;85;640;20;480;25;11;15;5;1045;565;160;325;1,8;8461
"Gaasperdam Zuid";1510;735;775;185;195;440;425;265;980;250;220;65;185;890;20;60;420;5;390;15;9;15;11;920;595;125;200;1,6;8230
"Reigersbos Midden";2495;1200;1295;380;330;700;665;425;1525;580;310;80;250;1585;65;100;820;30;570;25;10;10;4;1330;710;195;425;1,9;10156
"Reigersbos Zuid";2570;1255;1315;410;270;690;715;485;1420;815;245;85;330;1235;45;80;675;15;420;30;12;10;4;1220;515;290;415;2,1;4415
"Gein";11325;5615;5715;1725;1385;3050;3435;1720;6525;3175;1340;285;1360;5950;210;395;2795;85;2460;130;12;100;9;5575;2535;1135;1910;2;6177
"Gein Noordwest";3000;1510;1495;485;420;870;830;400;2055;415;455;75;340;1910;80;155;875;25;770;35;11;40;13;1655;990;225;440;1,7;9831
"Gein Zuidwest";1685;815;870;310;225;565;470;115;1155;275;240;20;175;1205;40;70;490;15;590;25;15;15;7;875;460;105;305;1,9;9641
"Gein Noordoost";3265;1650;1615;440;400;700;1120;600;1495;1450;240;90;480;1105;15;45;580;20;450;40;12;15;4;1405;400;430;570;2,3;5134
"Gein Zuidoost";3375;1640;1730;495;340;915;1025;605;1825;1040;405;100;370;1730;80;120;855;25;650;35;11;35;10;1645;680;375;595;2;4703
"Driemond";1625;780;845;300;190;350;495;285;800;635;120;65;160;185;20;25;85;10;50;15;9;10;9;685;200;190;300;2,4;925
"Dorp Driemond";1490;705;785;265;175;320;455;280;725;595;110;60;150;175;20;20;75;10;45;10;8;15;9;640;190;180;270;2,3;5119
"Landelijk gebied Driemond";135;70;60;40;20;30;40;10;75;45;10;0;10;5;0;5;5;0;0;5;15;0;0;45;10;5;25;3,2;90
